,event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),incremental_revenue,incremental_sold_units,revenue_before_promo,revenue_after_promo,city,product_name,category,campaign_name,start_date,end_date
1215,4cd232,STVJD-0,CAMP_DIW_01,P14,1020,BOGOF,28,92,65280.00,64,28560.00,93840.00,Vijayawada,Atliq_waterproof_Immersion_Rod,Home Appliances,Diwali,12-11-2023,18-11-2023
1216,65a802,STMLR-1,CAMP_SAN_01,P05,55,25% OFF,13,10,-165.00,-3,715.00,550.00,Mangalore,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Sankranti,10-01-2024,16-01-2024
1217,ffdcb8,STHYD-6,CAMP_SAN_01,P02,860,33% OFF,454,644,163400.00,190,390440.00,553840.00,Hyderabad,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
1218,496b80,STHYD-4,CAMP_SAN_01,P15,3000,500 Cashback,118,253,405000.00,135,354000.00,759000.00,Hyderabad,Atliq_Home_Essential_8_Product_Combo,Combo1,Sankranti,10-01-2024,16-01-2024
1219,4001c4,STBLR-6,CAMP_SAN_01,P04,370,BOGOF,402,1652,462500.00,1250,148740.00,611240.00,Bengaluru,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
1220,84dbe3,STHYD-1,CAMP_SAN_01,P07,300,BOGOF,51,140,26700.00,89,15300.00,42000.00,Hyderabad,Atliq_Curtains,Home Care,Sankranti,10-01-2024,16-01-2024
1221,45c35a,STHYD-5,CAMP_SAN_01,P11,190,50% OFF,54,76,4180.00,22,10260.00,14440.00,Hyderabad,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Sankranti,10-01-2024,16-01-2024
1222,6d343d,STHYD-6,CAMP_DIW_01,P12,62,50% OFF,133,167,2108.00,34,8246.00,10354.00,Hyderabad,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Diwali,12-11-2023,18-11-2023
1223,a672df,STMDU-1,CAMP_SAN_01,P12,62,50% OFF,36,49,806.00,13,2232.00,3038.00,Madurai,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
1224,ba0b3e,STBLR-7,CAMP_SAN_01,P07,300,BOGOF,40,165,37500.00,125,12000.00,49500.00,Bengaluru,Atliq_Curtains,Home Care,Sankranti,10-01-2024,16-01-2024
1225,5.23E+42,STCHE-5,CAMP_DIW_01,P15,3000,500 Cashback,388,1187,2397000.00,799,1164000.00,3561000.00,Chennai,Atliq_Home_Essential_8_Product_Combo,Combo1,Diwali,12-11-2023,18-11-2023
1226,faeeb8,STHYD-2,CAMP_DIW_01,P09,110,50% OFF,80,107,2970.00,27,8800.00,11770.00,Hyderabad,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Diwali,12-11-2023,18-11-2023
1227,3adeb2,STMYS-0,CAMP_SAN_01,P14,1020,BOGOF,84,219,137700.00,135,85680.00,223380.00,Mysuru,Atliq_waterproof_Immersion_Rod,Home Appliances,Sankranti,10-01-2024,16-01-2024
1228,a40872,STBLR-7,CAMP_DIW_01,P14,1020,BOGOF,47,189,144840.00,142,47940.00,192780.00,Bengaluru,Atliq_waterproof_Immersion_Rod,Home Appliances,Diwali,12-11-2023,18-11-2023
1229,35e3ec,STMDU-1,CAMP_SAN_01,P07,300,BOGOF,40,154,34200.00,114,12000.00,46200.00,Madurai,Atliq_Curtains,Home Care,Sankranti,10-01-2024,16-01-2024
1230,8a7e7e,STMYS-0,CAMP_SAN_01,P03,200,BOGOF,333,869,107200.00,536,66600.00,173800.00,Mysuru,Atliq_Suflower_Oil (1L),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
1231,b4867e,STCHE-6,CAMP_SAN_01,P11,190,50% OFF,57,79,4180.00,22,10830.00,15010.00,Chennai,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Sankranti,10-01-2024,16-01-2024
1232,cea0e2,STCHE-2,CAMP_DIW_01,P11,190,50% OFF,73,84,2090.00,11,13870.00,15960.00,Chennai,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Diwali,12-11-2023,18-11-2023
1233,a6a18f,STHYD-6,CAMP_SAN_01,P06,415,25% OFF,34,27,-2905.00,-7,14110.00,11205.00,Hyderabad,Atliq_Fusion_Container_Set_of_3,Home Care,Sankranti,10-01-2024,16-01-2024
1234,1fcfc6,STVSK-0,CAMP_SAN_01,P11,190,50% OFF,31,46,2850.00,15,5890.00,8740.00,Visakhapatnam,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Sankranti,10-01-2024,16-01-2024
1235,5dda21,STCBE-0,CAMP_SAN_01,P14,1020,BOGOF,69,274,209100.00,205,70380.00,279480.00,Coimbatore,Atliq_waterproof_Immersion_Rod,Home Appliances,Sankranti,10-01-2024,16-01-2024
1236,b5cd07,STVSK-3,CAMP_SAN_01,P01,172,33% OFF,222,275,9116.00,53,38184.00,47300.00,Visakhapatnam,Atliq_Masoor_Dal (1KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
1237,1a1edd,STBLR-7,CAMP_DIW_01,P03,156,25% OFF,343,301,-6552.00,-42,53508.00,46956.00,Bengaluru,Atliq_Suflower_Oil (1L),Grocery & Staples,Diwali,12-11-2023,18-11-2023
1238,f682ec,STBLR-0,CAMP_SAN_01,P01,172,33% OFF,273,382,18748.00,109,46956.00,65704.00,Bengaluru,Atliq_Masoor_Dal (1KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
1239,693708,STBLR-3,CAMP_SAN_01,P03,200,BOGOF,454,1788,266800.00,1334,90800.00,357600.00,Bengaluru,Atliq_Suflower_Oil (1L),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
1240,349c73,STCHE-2,CAMP_DIW_01,P14,1020,BOGOF,57,189,134640.00,132,58140.00,192780.00,Chennai,Atliq_waterproof_Immersion_Rod,Home Appliances,Diwali,12-11-2023,18-11-2023
1241,50802a,STCHE-3,CAMP_DIW_01,P07,300,BOGOF,64,257,57900.00,193,19200.00,77100.00,Chennai,Atliq_Curtains,Home Care,Diwali,12-11-2023,18-11-2023
1242,e4b7e4,STHYD-6,CAMP_DIW_01,P09,110,50% OFF,78,102,2640.00,24,8580.00,11220.00,Hyderabad,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Diwali,12-11-2023,18-11-2023
1243,5bfb5e,STCBE-4,CAMP_DIW_01,P10,65,50% OFF,57,72,975.00,15,3705.00,4680.00,Coimbatore,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Diwali,12-11-2023,18-11-2023
1244,6af3e0,STBLR-6,CAMP_SAN_01,P14,1020,BOGOF,103,444,347820.00,341,105060.00,452880.00,Bengaluru,Atliq_waterproof_Immersion_Rod,Home Appliances,Sankranti,10-01-2024,16-01-2024
1245,6b74c8,STBLR-5,CAMP_DIW_01,P15,3000,500 Cashback,379,1095,2148000.00,716,1137000.00,3285000.00,Bengaluru,Atliq_Home_Essential_8_Product_Combo,Combo1,Diwali,12-11-2023,18-11-2023
1246,ec9948,STCBE-2,CAMP_DIW_01,P05,55,25% OFF,99,86,-715.00,-13,5445.00,4730.00,Coimbatore,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Diwali,12-11-2023,18-11-2023
1247,c24879,STCBE-1,CAMP_SAN_01,P04,370,BOGOF,370,1439,395530.00,1069,136900.00,532430.00,Coimbatore,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
1248,3c0536,STBLR-4,CAMP_SAN_01,P03,200,BOGOF,415,1622,241400.00,1207,83000.00,324400.00,Bengaluru,Atliq_Suflower_Oil (1L),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
1249,19bc3b,STMDU-1,CAMP_DIW_01,P09,110,50% OFF,47,62,1650.00,15,5170.00,6820.00,Madurai,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Diwali,12-11-2023,18-11-2023
1250,691b63,STCHE-6,CAMP_DIW_01,P15,3000,500 Cashback,432,1291,2577000.00,859,1296000.00,3873000.00,Chennai,Atliq_Home_Essential_8_Product_Combo,Combo1,Diwali,12-11-2023,18-11-2023
1251,3ace0f,STVSK-2,CAMP_DIW_01,P09,110,50% OFF,64,98,3740.00,34,7040.00,10780.00,Visakhapatnam,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Diwali,12-11-2023,18-11-2023
1252,8cee6d,STCBE-3,CAMP_DIW_01,P14,1020,BOGOF,22,73,52020.00,51,22440.00,74460.00,Coimbatore,Atliq_waterproof_Immersion_Rod,Home Appliances,Diwali,12-11-2023,18-11-2023
1253,1f03e5,STVJD-0,CAMP_DIW_01,P13,350,BOGOF,45,157,39200.00,112,15750.00,54950.00,Vijayawada,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Diwali,12-11-2023,18-11-2023
1254,d3227b,STMYS-2,CAMP_DIW_01,P04,290,25% OFF,343,312,-8990.00,-31,99470.00,90480.00,Mysuru,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
1255,731f58,STMYS-0,CAMP_SAN_01,P05,55,25% OFF,28,22,-330.00,-6,1540.00,1210.00,Mysuru,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Sankranti,10-01-2024,16-01-2024
1256,98e55f,STBLR-4,CAMP_DIW_01,P06,415,25% OFF,101,90,-4565.00,-11,41915.00,37350.00,Bengaluru,Atliq_Fusion_Container_Set_of_3,Home Care,Diwali,12-11-2023,18-11-2023
1257,dee3e9,STCBE-0,CAMP_SAN_01,P03,200,BOGOF,384,1509,225000.00,1125,76800.00,301800.00,Coimbatore,Atliq_Suflower_Oil (1L),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
1258,3.59E+89,STBLR-3,CAMP_SAN_01,P06,415,25% OFF,22,16,-2490.00,-6,9130.00,6640.00,Bengaluru,Atliq_Fusion_Container_Set_of_3,Home Care,Sankranti,10-01-2024,16-01-2024
1259,4c1375,STHYD-4,CAMP_DIW_01,P10,65,50% OFF,148,196,3120.00,48,9620.00,12740.00,Hyderabad,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Diwali,12-11-2023,18-11-2023
1260,480431,STVSK-2,CAMP_SAN_01,P04,370,BOGOF,408,1607,443630.00,1199,150960.00,594590.00,Visakhapatnam,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
1261,6d153f,STHYD-5,CAMP_SAN_01,P15,3000,500 Cashback,122,272,450000.00,150,366000.00,816000.00,Hyderabad,Atliq_Home_Essential_8_Product_Combo,Combo1,Sankranti,10-01-2024,16-01-2024
1262,508621,STCBE-2,CAMP_SAN_01,P02,860,33% OFF,508,751,208980.00,243,436880.00,645860.00,Coimbatore,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
1263,1fc58f,STMDU-1,CAMP_SAN_01,P01,172,33% OFF,244,334,15480.00,90,41968.00,57448.00,Madurai,Atliq_Masoor_Dal (1KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
1264,a25cbf,STCHE-2,CAMP_DIW_01,P04,290,25% OFF,295,289,-1740.00,-6,85550.00,83810.00,Chennai,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
1265,adf52a,STBLR-6,CAMP_DIW_01,P14,1020,BOGOF,47,179,134640.00,132,47940.00,182580.00,Bengaluru,Atliq_waterproof_Immersion_Rod,Home Appliances,Diwali,12-11-2023,18-11-2023
1266,c9899d,STTRV-1,CAMP_DIW_01,P02,860,33% OFF,199,300,86860.00,101,171140.00,258000.00,Trivandrum,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
1267,17195,STCHE-4,CAMP_SAN_01,P11,190,50% OFF,45,64,3610.00,19,8550.00,12160.00,Chennai,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Sankranti,10-01-2024,16-01-2024
1268,e875c6,STCBE-2,CAMP_DIW_01,P03,156,25% OFF,225,195,-4680.00,-30,35100.00,30420.00,Coimbatore,Atliq_Suflower_Oil (1L),Grocery & Staples,Diwali,12-11-2023,18-11-2023
1269,69557f,STBLR-1,CAMP_DIW_01,P10,65,50% OFF,106,137,2015.00,31,6890.00,8905.00,Bengaluru,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Diwali,12-11-2023,18-11-2023
1270,65f85a,STBLR-7,CAMP_SAN_01,P12,62,50% OFF,58,92,2108.00,34,3596.00,5704.00,Bengaluru,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
1271,f45be0,STCHE-2,CAMP_SAN_01,P05,55,25% OFF,25,23,-110.00,-2,1375.00,1265.00,Chennai,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Sankranti,10-01-2024,16-01-2024
1272,491ff2,STVJD-1,CAMP_SAN_01,P12,62,50% OFF,30,42,744.00,12,1860.00,2604.00,Vijayawada,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
1273,b7286f,STBLR-5,CAMP_SAN_01,P02,860,33% OFF,507,704,169420.00,197,436020.00,605440.00,Bengaluru,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
1274,45512d,STMYS-3,CAMP_SAN_01,P04,370,BOGOF,336,1434,406260.00,1098,124320.00,530580.00,Mysuru,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
1275,edac38,STBLR-1,CAMP_DIW_01,P11,190,50% OFF,70,93,4370.00,23,13300.00,17670.00,Bengaluru,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Diwali,12-11-2023,18-11-2023
1276,4572a3,STCHE-1,CAMP_SAN_01,P11,190,50% OFF,48,55,1330.00,7,9120.00,10450.00,Chennai,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Sankranti,10-01-2024,16-01-2024
1277,896c2a,STTRV-0,CAMP_DIW_01,P04,290,25% OFF,180,171,-2610.00,-9,52200.00,49590.00,Trivandrum,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
1278,308de6,STMDU-2,CAMP_DIW_01,P01,172,33% OFF,225,279,9288.00,54,38700.00,47988.00,Madurai,Atliq_Masoor_Dal (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
1279,4fc1b2,STCHE-2,CAMP_DIW_01,P08,1190,BOGOF,47,165,140420.00,118,55930.00,196350.00,Chennai,Atliq_Double_Bedsheet_set,Home Care,Diwali,12-11-2023,18-11-2023
1280,a7fecb,STBLR-1,CAMP_SAN_01,P03,200,BOGOF,361,963,120400.00,602,72200.00,192600.00,Bengaluru,Atliq_Suflower_Oil (1L),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
1281,8564bb,STVSK-4,CAMP_SAN_01,P04,370,BOGOF,291,762,174270.00,471,107670.00,281940.00,Visakhapatnam,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
1282,11ea6f,STMDU-2,CAMP_DIW_01,P04,290,25% OFF,271,243,-8120.00,-28,78590.00,70470.00,Madurai,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
1283,cca40f,STBLR-1,CAMP_SAN_01,P12,62,50% OFF,73,102,1798.00,29,4526.00,6324.00,Bengaluru,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
1284,f97b6d,STMLR-2,CAMP_DIW_01,P07,300,BOGOF,33,115,24600.00,82,9900.00,34500.00,Mangalore,Atliq_Curtains,Home Care,Diwali,12-11-2023,18-11-2023
1285,69a3d2,STTRV-1,CAMP_SAN_01,P08,1190,BOGOF,24,92,80920.00,68,28560.00,109480.00,Trivandrum,Atliq_Double_Bedsheet_set,Home Care,Sankranti,10-01-2024,16-01-2024
1286,bdfb7d,STHYD-4,CAMP_SAN_01,P05,55,25% OFF,16,15,-55.00,-1,880.00,825.00,Hyderabad,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Sankranti,10-01-2024,16-01-2024
1287,30f1c0,STVJD-1,CAMP_SAN_01,P07,300,BOGOF,22,88,19800.00,66,6600.00,26400.00,Vijayawada,Atliq_Curtains,Home Care,Sankranti,10-01-2024,16-01-2024
1288,390df2,STBLR-0,CAMP_SAN_01,P06,415,25% OFF,31,26,-2075.00,-5,12865.00,10790.00,Bengaluru,Atliq_Fusion_Container_Set_of_3,Home Care,Sankranti,10-01-2024,16-01-2024
1289,e0844a,STTRV-1,CAMP_DIW_01,P10,65,50% OFF,64,80,1040.00,16,4160.00,5200.00,Trivandrum,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Diwali,12-11-2023,18-11-2023
1290,0a0062,STHYD-4,CAMP_DIW_01,P12,62,50% OFF,110,146,2232.00,36,6820.00,9052.00,Hyderabad,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Diwali,12-11-2023,18-11-2023
1291,886ef2,STMLR-2,CAMP_DIW_01,P08,1190,BOGOF,22,73,60690.00,51,26180.00,86870.00,Mangalore,Atliq_Double_Bedsheet_set,Home Care,Diwali,12-11-2023,18-11-2023
1292,2ef46d,STMDU-0,CAMP_DIW_01,P02,860,33% OFF,278,430,130720.00,152,239080.00,369800.00,Madurai,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
1293,52d20e,STHYD-1,CAMP_DIW_01,P10,65,50% OFF,134,156,1430.00,22,8710.00,10140.00,Hyderabad,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Diwali,12-11-2023,18-11-2023
1294,785811,STCHE-0,CAMP_SAN_01,P10,50,25% OFF,25,20,-250.00,-5,1250.00,1000.00,Chennai,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
1295,3952a0,STHYD-2,CAMP_SAN_01,P13,350,BOGOF,114,441,114450.00,327,39900.00,154350.00,Hyderabad,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Sankranti,10-01-2024,16-01-2024
1296,ed2257,STBLR-2,CAMP_DIW_01,P01,172,33% OFF,358,529,29412.00,171,61576.00,90988.00,Bengaluru,Atliq_Masoor_Dal (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
1297,02c389,STBLR-8,CAMP_DIW_01,P12,62,50% OFF,120,159,2418.00,39,7440.00,9858.00,Bengaluru,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Diwali,12-11-2023,18-11-2023
1298,a937e8,STMDU-3,CAMP_SAN_01,P14,1020,BOGOF,87,347,265200.00,260,88740.00,353940.00,Madurai,Atliq_waterproof_Immersion_Rod,Home Appliances,Sankranti,10-01-2024,16-01-2024
1299,aabcfb,STVSK-3,CAMP_SAN_01,P02,860,33% OFF,345,438,79980.00,93,296700.00,376680.00,Visakhapatnam,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
1300,5f8870,STMYS-1,CAMP_DIW_01,P13,350,BOGOF,70,270,70000.00,200,24500.00,94500.00,Mysuru,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Diwali,12-11-2023,18-11-2023
1301,e207f7,STCHE-1,CAMP_DIW_01,P11,190,50% OFF,77,83,1140.00,6,14630.00,15770.00,Chennai,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Diwali,12-11-2023,18-11-2023
1302,9154f0,STCHE-4,CAMP_DIW_01,P11,190,50% OFF,91,123,6080.00,32,17290.00,23370.00,Chennai,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Diwali,12-11-2023,18-11-2023
1303,e24a3a,STVSK-1,CAMP_DIW_01,P07,300,BOGOF,49,170,36300.00,121,14700.00,51000.00,Visakhapatnam,Atliq_Curtains,Home Care,Diwali,12-11-2023,18-11-2023
1304,8c62ba,STVSK-0,CAMP_DIW_01,P01,172,33% OFF,161,265,17888.00,104,27692.00,45580.00,Visakhapatnam,Atliq_Masoor_Dal (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
1305,835bbe,STHYD-4,CAMP_SAN_01,P09,90,25% OFF,54,49,-450.00,-5,4860.00,4410.00,Hyderabad,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Sankranti,10-01-2024,16-01-2024
1306,4fe9ba,STVSK-2,CAMP_DIW_01,P07,300,BOGOF,45,150,31500.00,105,13500.00,45000.00,Visakhapatnam,Atliq_Curtains,Home Care,Diwali,12-11-2023,18-11-2023
1307,e2c5f7,STTRV-0,CAMP_DIW_01,P08,1190,BOGOF,31,102,84490.00,71,36890.00,121380.00,Trivandrum,Atliq_Double_Bedsheet_set,Home Care,Diwali,12-11-2023,18-11-2023
1308,8f66c3,STMLR-1,CAMP_SAN_01,P01,172,33% OFF,126,175,8428.00,49,21672.00,30100.00,Mangalore,Atliq_Masoor_Dal (1KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
1309,9871ea,STVSK-1,CAMP_SAN_01,P10,50,25% OFF,25,18,-350.00,-7,1250.00,900.00,Visakhapatnam,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
1310,b27f2a,STBLR-6,CAMP_SAN_01,P10,50,25% OFF,37,30,-350.00,-7,1850.00,1500.00,Bengaluru,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Sankranti,10-01-2024,16-01-2024
1311,e88818,STCHE-7,CAMP_DIW_01,P06,415,25% OFF,82,79,-1245.00,-3,34030.00,32785.00,Chennai,Atliq_Fusion_Container_Set_of_3,Home Care,Diwali,12-11-2023,18-11-2023
1312,eae379,STVJD-0,CAMP_DIW_01,P01,172,33% OFF,161,231,12040.00,70,27692.00,39732.00,Vijayawada,Atliq_Masoor_Dal (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
1313,8937eb,STCHE-1,CAMP_DIW_01,P03,156,25% OFF,357,317,-6240.00,-40,55692.00,49452.00,Chennai,Atliq_Suflower_Oil (1L),Grocery & Staples,Diwali,12-11-2023,18-11-2023
1314,718bb4,STHYD-2,CAMP_DIW_01,P12,62,50% OFF,129,165,2232.00,36,7998.00,10230.00,Hyderabad,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Diwali,12-11-2023,18-11-2023
1315,6f3721,STMDU-3,CAMP_SAN_01,P13,350,BOGOF,118,464,121100.00,346,41300.00,162400.00,Madurai,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Sankranti,10-01-2024,16-01-2024
1316,366c89,STMDU-3,CAMP_SAN_01,P06,415,25% OFF,25,20,-2075.00,-5,10375.00,8300.00,Madurai,Atliq_Fusion_Container_Set_of_3,Home Care,Sankranti,10-01-2024,16-01-2024
1317,a304b6,STHYD-3,CAMP_DIW_01,P03,156,25% OFF,285,222,-9828.00,-63,44460.00,34632.00,Hyderabad,Atliq_Suflower_Oil (1L),Grocery & Staples,Diwali,12-11-2023,18-11-2023
1318,32d8f2,STCHE-5,CAMP_SAN_01,P05,55,25% OFF,31,26,-275.00,-5,1705.00,1430.00,Chennai,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Sankranti,10-01-2024,16-01-2024
1319,2f0b42,STVSK-1,CAMP_SAN_01,P01,172,33% OFF,213,302,15308.00,89,36636.00,51944.00,Visakhapatnam,Atliq_Masoor_Dal (1KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
1320,c0929c,STHYD-0,CAMP_SAN_01,P05,55,25% OFF,18,14,-220.00,-4,990.00,770.00,Hyderabad,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Sankranti,10-01-2024,16-01-2024
1321,86196b,STTRV-0,CAMP_SAN_01,P06,415,25% OFF,13,11,-830.00,-2,5395.00,4565.00,Trivandrum,Atliq_Fusion_Container_Set_of_3,Home Care,Sankranti,10-01-2024,16-01-2024
1322,e621c9,STMLR-0,CAMP_SAN_01,P11,190,50% OFF,27,39,2280.00,12,5130.00,7410.00,Mangalore,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Sankranti,10-01-2024,16-01-2024
1323,bb77b1,STMYS-3,CAMP_DIW_01,P14,1020,BOGOF,54,206,155040.00,152,55080.00,210120.00,Mysuru,Atliq_waterproof_Immersion_Rod,Home Appliances,Diwali,12-11-2023,18-11-2023
1324,811007,STBLR-9,CAMP_SAN_01,P05,55,25% OFF,27,25,-110.00,-2,1485.00,1375.00,Bengaluru,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Sankranti,10-01-2024,16-01-2024
1325,c405b3,STCBE-2,CAMP_DIW_01,P04,290,25% OFF,252,221,-8990.00,-31,73080.00,64090.00,Coimbatore,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Diwali,12-11-2023,18-11-2023
1326,2.36E+34,STMDU-1,CAMP_DIW_01,P11,190,50% OFF,52,65,2470.00,13,9880.00,12350.00,Madurai,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Diwali,12-11-2023,18-11-2023
1327,1490b8,STMDU-2,CAMP_SAN_01,P04,370,BOGOF,361,1397,383320.00,1036,133570.00,516890.00,Madurai,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
1328,cc5ed4,STMYS-2,CAMP_DIW_01,P03,156,25% OFF,444,395,-7644.00,-49,69264.00,61620.00,Mysuru,Atliq_Suflower_Oil (1L),Grocery & Staples,Diwali,12-11-2023,18-11-2023
1329,583386,STBLR-9,CAMP_SAN_01,P08,1190,BOGOF,63,254,227290.00,191,74970.00,302260.00,Bengaluru,Atliq_Double_Bedsheet_set,Home Care,Sankranti,10-01-2024,16-01-2024
1330,ebc2d2,STVSK-4,CAMP_DIW_01,P06,415,25% OFF,70,53,-7055.00,-17,29050.00,21995.00,Visakhapatnam,Atliq_Fusion_Container_Set_of_3,Home Care,Diwali,12-11-2023,18-11-2023
1331,7d3d63,STCHE-1,CAMP_DIW_01,P13,350,BOGOF,68,205,47950.00,137,23800.00,71750.00,Chennai,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Diwali,12-11-2023,18-11-2023
1332,6ebca9,STTRV-0,CAMP_SAN_01,P13,350,BOGOF,60,240,63000.00,180,21000.00,84000.00,Trivandrum,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Sankranti,10-01-2024,16-01-2024
1333,48d526,STCHE-7,CAMP_SAN_01,P15,3000,500 Cashback,115,332,651000.00,217,345000.00,996000.00,Chennai,Atliq_Home_Essential_8_Product_Combo,Combo1,Sankranti,10-01-2024,16-01-2024
1334,716abd,STMYS-1,CAMP_SAN_01,P08,1190,BOGOF,54,238,218960.00,184,64260.00,283220.00,Mysuru,Atliq_Double_Bedsheet_set,Home Care,Sankranti,10-01-2024,16-01-2024
1335,fa0c0c,STCBE-1,CAMP_DIW_01,P13,350,BOGOF,40,132,32200.00,92,14000.00,46200.00,Coimbatore,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Diwali,12-11-2023,18-11-2023
1336,c15780,STVJD-1,CAMP_SAN_01,P04,370,BOGOF,183,708,194250.00,525,67710.00,261960.00,Vijayawada,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Sankranti,10-01-2024,16-01-2024
1337,e17280,STVSK-2,CAMP_DIW_01,P08,1190,BOGOF,38,129,108290.00,91,45220.00,153510.00,Visakhapatnam,Atliq_Double_Bedsheet_set,Home Care,Diwali,12-11-2023,18-11-2023
